buffer_name,feature_prefix,sample_name,replicate_id,group_type,tc_conc_uM,otc_conc_uM,ctc_conc_uM,roi_mean_r,roi_mean_g,roi_mean_b,roi_std_r,roi_std_g,roi_std_b,pixel_count,kept_pixel_count,status,warning,source_csv,source_image_path,source_crop_path
water,water,binary_TC30_OTC30_CTC0,R1,binary,30,30,0,158.6800232,174.2997894,190.4293518,12.92172909,13.3185463,13.5182724,17145,15614,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_30,30,0.jpg","cropped_cuvettes/water/binary/water_binary_30,30,0.png"
T=8,tris8,binary_TC30_OTC30_CTC0,R2,binary,30,30,0,163.46737670898438,228.93980407714844,208.1532287597656,15.242525100708008,17.026443481445312,16.4702091217041,17664,15983,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_30,30,0_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_30,30,0_1.png"
water,water,binary_TC30_OTC30_CTC0,R2,binary,30,30,0,161.2406921,176.3156128,191.8395844,12.66582203,13.39467621,13.6073103,17157,15497,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_30,30,0_1.jpg","cropped_cuvettes/water/binary/water_binary_30,30,0_1.png"
T=8,tris8,binary_TC30_OTC30_CTC0,R3,binary,30,30,0,154.35960388183594,216.5025329589844,197.0400238037109,11.275304794311523,12.987957000732422,11.6998872756958,17280,15617,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_30,30,0_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_30,30,0_2.png"
water,water,binary_TC30_OTC30_CTC0,R3,binary,30,30,0,159.0112915,174.5088501,189.8200989,12.95762444,13.29358768,13.44858837,17018,15492,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_30,30,0_2.jpg","cropped_cuvettes/water/binary/water_binary_30,30,0_2.png"
T=8,tris8,binary_TC42_OTC0_CTC18,R1,binary,42,0,18,170.3407440185547,223.4979248046875,195.8522491455078,18.947065353393555,20.79956817626953,19.936189651489254,17685,16135,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,0,18.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,0,18.png"
water,water,binary_TC42_OTC0_CTC18,R1,binary,42,0,18,154.5379028,144.8400574,148.8499908,12.95942879,12.45970154,12.57414913,16896,15393,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,0,18.jpg","cropped_cuvettes/water/binary/water_binary_42,0,18.png"
T=8,tris8,binary_TC42_OTC0_CTC18,R2,binary,42,0,18,168.55921936035156,221.4603576660156,194.30699157714844,18.86055374145508,21.00847625732422,19.8803825378418,17820,16092,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,0,18_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,0,18_1.png"
water,water,binary_TC42_OTC0_CTC18,R2,binary,42,0,18,148.0020599,138.4971161,142.1704559,12.08289146,11.56878567,11.6484108,17152,15576,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,0,18_1.jpg","cropped_cuvettes/water/binary/water_binary_42,0,18_1.png"
T=8,tris8,binary_TC42_OTC0_CTC18,R3,binary,42,0,18,170.8361358642578,223.83322143554688,196.70220947265625,19.100799560546875,20.861173629760746,20.10085678100586,17952,16441,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,0,18_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,0,18_2.png"
water,water,binary_TC42_OTC0_CTC18,R3,binary,42,0,18,155.2352448,146.2963257,149.8055573,12.20112228,11.90225506,11.74906349,16500,14997,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,0,18_2.jpg","cropped_cuvettes/water/binary/water_binary_42,0,18_2.png"
T=8,tris8,binary_TC42_OTC18_CTC0,R1,binary,42,18,0,161.3916473388672,216.8773193359375,191.84310913085935,16.84354019165039,19.330324172973636,17.722898483276367,17810,16196,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,18,0.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,18,0.png"
water,water,binary_TC42_OTC18_CTC0,R1,binary,42,18,0,153.0646515,156.9857635,166.6295776,12.67126465,12.74436474,12.57985878,17673,16087,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,18,0.jpg","cropped_cuvettes/water/binary/water_binary_42,18,0.png"
T=8,tris8,binary_TC42_OTC18_CTC0,R2,binary,42,18,0,163.62118530273438,218.74905395507807,193.01663208007807,16.907196044921875,19.43235969543457,17.60633659362793,17810,16111,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,18,0_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,18,0_1.png"
water,water,binary_TC42_OTC18_CTC0,R2,binary,42,18,0,154.9520721,157.6360168,166.6266632,12.7822094,12.82020092,12.8037529,17673,16149,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,18,0_1.jpg","cropped_cuvettes/water/binary/water_binary_42,18,0_1.png"
T=8,tris8,binary_TC42_OTC18_CTC0,R3,binary,42,18,0,160.2641143798828,215.6218414306641,190.08920288085935,16.938392639160156,19.39887237548828,17.737565994262695,17680,16020,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_42,18,0_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_42,18,0_2.png"
water,water,binary_TC42_OTC18_CTC0,R3,binary,42,18,0,156.7821808,160.3687744,169.4866791,12.68083572,12.65188313,12.67063236,17136,15462,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_42,18,0_2.jpg","cropped_cuvettes/water/binary/water_binary_42,18,0_2.png"
T=8,tris8,binary_TC48_OTC0_CTC12,R1,binary,48,0,12,172.7330322265625,225.06141662597656,196.4676513671875,19.71147918701172,21.14978790283203,20.60162925720215,17947,16200,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,0,12.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,0,12.png"
water,water,binary_TC48_OTC0_CTC12,R1,binary,48,0,12,162.3390961,152.7165222,156.7952118,13.99857998,13.84272575,13.89543247,17415,15895,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,0,12.jpg","cropped_cuvettes/water/binary/water_binary_48,0,12.png"
T=8,tris8,binary_TC48_OTC0_CTC12,R2,binary,48,0,12,127.00743103027344,174.01377868652344,148.27577209472656,10.453753471374512,12.435458183288574,11.279894828796388,17136,15607,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,0,12_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,0,12_1.png"
water,water,binary_TC48_OTC0_CTC12,R2,binary,48,0,12,161.3620453,151.9524841,156.002655,13.76059151,13.52945614,13.77978516,17018,15426,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,0,12_1.jpg","cropped_cuvettes/water/binary/water_binary_48,0,12_1.png"
T=8,tris8,binary_TC48_OTC0_CTC12,R3,binary,48,0,12,134.3409881591797,182.7408905029297,156.21617126464844,12.600342750549316,14.63378620147705,13.954121589660645,17550,15974,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,0,12_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,0,12_2.png"
water,water,binary_TC48_OTC0_CTC12,R3,binary,48,0,12,147.6849518,139.2328186,142.9141846,11.68953323,11.042346,11.27048302,17145,15626,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,0,12_2.jpg","cropped_cuvettes/water/binary/water_binary_48,0,12_2.png"
T=8,tris8,binary_TC48_OTC12_CTC0,R1,binary,48,12,0,163.1764678955078,220.0001983642578,192.23452758789065,17.60951805114746,19.97642707824707,18.42134666442871,17280,15589,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,12,0.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,12,0.png"
water,water,binary_TC48_OTC12_CTC0,R1,binary,48,12,0,138.8400116,138.0146027,144.1189117,12.37527847,12.26549053,12.67915821,17680,16095,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,12,0.jpg","cropped_cuvettes/water/binary/water_binary_48,12,0.png"
T=8,tris8,binary_TC48_OTC12_CTC0,R2,binary,48,12,0,135.57504272460938,186.89454650878903,162.12210083007812,11.00540256500244,12.9171781539917,12.015928268432615,17010,15552,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,12,0_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,12,0_1.png"
water,water,binary_TC48_OTC12_CTC0,R2,binary,48,12,0,139.2079163,138.5737305,145.8334198,12.11710453,12.02396584,12.88283348,17420,15800,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,12,0_1.jpg","cropped_cuvettes/water/binary/water_binary_48,12,0_1.png"
T=8,tris8,binary_TC48_OTC12_CTC0,R3,binary,48,12,0,161.84788513183594,219.5982818603516,191.0408172607422,17.40339469909668,20.006837844848636,18.05782890319824,17544,15949,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_48,12,0_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_48,12,0_2.png"
water,water,binary_TC48_OTC12_CTC0,R3,binary,48,12,0,140.0765076,139.2625427,145.2273712,12.14783955,12.21985912,12.70142365,17280,15750,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_48,12,0_2.jpg","cropped_cuvettes/water/binary/water_binary_48,12,0_2.png"
T=8,tris8,binary_TC54_OTC0_CTC6,R1,binary,54,0,6,167.03012084960938,219.21783447265625,188.4395294189453,19.73939514160156,22.0911922454834,20.68857955932617,17673,16131,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,0,6.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,0,6.png"
water,water,binary_TC54_OTC0_CTC6,R1,binary,54,0,6,162.2196198,152.645752,156.247757,14.50708771,14.14871311,14.29924297,16625,15249,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,0,6.jpg","cropped_cuvettes/water/binary/water_binary_54,0,6.png"
T=8,tris8,binary_TC54_OTC0_CTC6,R2,binary,54,0,6,162.06597900390625,215.69569396972656,184.89707946777344,19.346622467041016,22.34847640991211,20.506778717041016,17947,16293,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,0,6_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,0,6_1.png"
water,water,binary_TC54_OTC0_CTC6,R2,binary,54,0,6,162.5890656,152.3437805,156.0423126,14.12797546,13.9000988,14.01439571,16625,15100,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,0,6_1.jpg","cropped_cuvettes/water/binary/water_binary_54,0,6_1.png"
T=8,tris8,binary_TC54_OTC0_CTC6,R3,binary,54,0,6,172.24436950683594,225.3202972412109,194.0679168701172,19.313278198242188,20.53626823425293,20.116945266723636,17388,15726,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,0,6_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,0,6_2.png"
water,water,binary_TC54_OTC0_CTC6,R3,binary,54,0,6,163.5732574,153.0093231,157.3487091,14.44143867,14.21303844,14.32800484,16368,14803,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,0,6_2.jpg","cropped_cuvettes/water/binary/water_binary_54,0,6_2.png"
T=8,tris8,binary_TC54_OTC6_CTC0,R1,binary,54,6,0,168.12261962890625,221.9474029541016,191.52346801757807,18.466886520385746,20.86359977722168,19.50824737548828,18084,16368,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,6,0.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,6,0.png"
water,water,binary_TC54_OTC6_CTC0,R1,binary,54,6,0,149.7895813,146.6049652,152.6038361,12.78003502,11.98882198,12.52095127,17653,16049,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,6,0.jpg","cropped_cuvettes/water/binary/water_binary_54,6,0.png"
T=8,tris8,binary_TC54_OTC6_CTC0,R2,binary,54,6,0,172.04173278808594,224.27407836914065,195.0908660888672,18.45980262756348,20.31354522705078,19.36587142944336,17947,16200,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,6,0_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,6,0_1.png"
water,water,binary_TC54_OTC6_CTC0,R2,binary,54,6,0,153.6981964,150.8084564,156.7008972,13.3256979,13.07769108,13.25767422,18216,16670,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,6,0_1.jpg","cropped_cuvettes/water/binary/water_binary_54,6,0_1.png"
T=8,tris8,binary_TC54_OTC6_CTC0,R3,binary,54,6,0,172.47593688964844,225.6242218017578,195.9407501220703,19.062353134155277,20.253263473510746,19.6186637878418,17816,16185,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_54,6,0_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_54,6,0_2.png"
water,water,binary_TC54_OTC6_CTC0,R3,binary,54,6,0,150.7213745,147.4434357,152.760788,12.79127026,11.92961311,12.43958759,17526,15806,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_54,6,0_2.jpg","cropped_cuvettes/water/binary/water_binary_54,6,0_2.png"
T=8,tris8,binary_TC6_OTC0_CTC54,R1,binary,6,0,54,162.13369750976562,210.97482299804688,207.6475372314453,15.998023986816406,18.197664260864254,17.713165283203125,17947,16328,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,0,54.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,0,54.png"
water,water,binary_TC6_OTC0_CTC54,R1,binary,6,0,54,157.8713531,152.2844391,154.4771271,11.68713093,11.33452225,11.24325848,16236,14738,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,0,54.jpg","cropped_cuvettes/water/binary/water_binary_6,0,54.png"
T=8,tris8,binary_TC6_OTC0_CTC54,R2,binary,6,0,54,160.735595703125,208.1309051513672,204.18638610839844,16.055824279785156,17.96184539794922,17.560853958129883,17947,16165,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,0,54_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,0,54_1.png"
water,water,binary_TC6_OTC0_CTC54,R2,binary,6,0,54,157.4606781,151.6651611,154.0516205,11.71142769,11.27764988,11.30060768,16368,14876,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,0,54_1.jpg","cropped_cuvettes/water/binary/water_binary_6,0,54_1.png"
T=8,tris8,binary_TC6_OTC0_CTC54,R3,binary,6,0,54,151.44309997558594,197.119873046875,193.1005401611328,13.571178436279297,14.877138137817385,14.466721534729004,17810,16143,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,0,54_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,0,54_2.png"
water,water,binary_TC6_OTC0_CTC54,R3,binary,6,0,54,158.7204895,152.5350952,154.4451447,11.01589203,10.87207794,10.94518948,15616,14175,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,0,54_2.jpg","cropped_cuvettes/water/binary/water_binary_6,0,54_2.png"
T=8,tris8,binary_TC6_OTC54_CTC0,R1,binary,6,54,0,135.5274658203125,212.96575927734372,207.5277099609375,7.855282306671143,9.95810317993164,9.952634811401367,17550,16149,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,54,0.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,54,0.png"
water,water,binary_TC6_OTC54_CTC0,R1,binary,6,54,0,151.9369812,192.3412476,217.8393097,9.987398148,11.11748695,11.53007698,18084,16454,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,54,0.jpg","cropped_cuvettes/water/binary/water_binary_6,54,0.png"
T=8,tris8,binary_TC6_OTC54_CTC0,R2,binary,6,54,0,152.713623046875,232.31024169921875,226.53379821777344,11.892297744750977,13.860821723937988,13.525691986083984,17947,16510,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,54,0_1.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,54,0_1.png"
water,water,binary_TC6_OTC54_CTC0,R2,binary,6,54,0,149.0564117,189.7244568,214.2386627,9.789783478,10.73020458,11.31841183,17408,15918,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,54,0_1.jpg","cropped_cuvettes/water/binary/water_binary_6,54,0_1.png"
T=8,tris8,binary_TC6_OTC54_CTC0,R3,binary,6,54,0,151.41075134277344,233.6604156494141,227.19888305664065,11.650151252746582,13.328489303588867,13.386340141296388,17685,16034,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"binary/T=8_binary_6,54,0_2.jpg","cropped_cuvettes/T=8/binary/T=8_binary_6,54,0_2.png"
water,water,binary_TC6_OTC54_CTC0,R3,binary,6,54,0,145.0507507,186.0379028,210.2329254,9.520036697,10.17086506,10.82882118,16875,15331,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"binary/water_binary_6,54,0_2.jpg","cropped_cuvettes/water/binary/water_binary_6,54,0_2.png"
T=8,tris8,blank_TC0_OTC0_CTC0,R1,blank,0,0,0,15.780945777893066,160.7584228515625,235.0155487060547,1.1069520711898804,2.36419677734375,2.8361377716064453,17816,16206,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,blank/T=8_blank.jpg,cropped_cuvettes/T=8/blank/T=8_blank.png
water,water,blank_TC0_OTC0_CTC0,R1,blank,0,0,0,15.44513893,129.0386353,197.9724426,1.181101203,2.699177265,3.615984201,17673,16150,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,blank/water_blank.jpg,cropped_cuvettes/water/blank/water_blank.png
T=8,tris8,blank_TC0_OTC0_CTC0,R2,blank,0,0,0,16.39727210998535,164.457763671875,239.13706970214844,1.2773258686065674,2.6494662761688232,2.626678466796875,18354,16860,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,blank/T=8_blank_1.jpg,cropped_cuvettes/T=8/blank/T=8_blank_1.png
water,water,blank_TC0_OTC0_CTC0,R2,blank,0,0,0,15.64406586,134.5002747,204.5109711,1.477649093,2.832584381,3.264755011,17673,16371,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,blank/water_blank_1.jpg,cropped_cuvettes/water/blank/water_blank_1.png
T=8,tris8,blank_TC0_OTC0_CTC0,R3,blank,0,0,0,16.287342071533203,165.9307098388672,240.0332794189453,1.2646385431289673,2.707761764526367,2.590193748474121,18354,16858,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,blank/T=8_blank_2.jpg,cropped_cuvettes/T=8/blank/T=8_blank_2.png
water,water,blank_TC0_OTC0_CTC0,R3,blank,0,0,0,16.45258522,141.7666626,212.553894,1.331384897,3.375557423,4.390741348,17940,16830,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,blank/water_blank_2.jpg,cropped_cuvettes/water/blank/water_blank_2.png
T=8,tris8,single_TC0_OTC0_CTC60,R1,single,0,0,60,160.8748321533203,206.8281707763672,209.6533203125,15.449458122253418,17.364988327026367,16.85120964050293,17952,16283,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,0,60.jpg","cropped_cuvettes/T=8/single/T=8_single_0,0,60.png"
water,water,single_TC0_OTC0_CTC60,R1,single,0,0,60,171.9435577,165.2863464,167.3487549,13.10254002,12.56462097,12.43027306,17810,16281,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,0,60.jpg","cropped_cuvettes/water/single/water_single_0,0,60.png"
T=8,tris8,single_TC0_OTC0_CTC60,R2,single,0,0,60,160.30921936035156,206.861328125,209.2136993408203,15.398491859436035,17.25093650817871,17.22971534729004,17820,16247,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,0,60_1.jpg","cropped_cuvettes/T=8/single/T=8_single_0,0,60_1.png"
water,water,single_TC0_OTC0_CTC60,R2,single,0,0,60,168.3397369,161.2304993,162.6994171,12.6294136,11.81877708,11.51993752,17810,16195,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,0,60_1.jpg","cropped_cuvettes/water/single/water_single_0,0,60_1.png"
T=8,tris8,single_TC0_OTC0_CTC60,R3,single,0,0,60,161.5623016357422,207.11720275878903,209.74595642089844,15.075961112976074,16.9794979095459,16.930917739868164,17816,16194,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,0,60_2.jpg","cropped_cuvettes/T=8/single/T=8_single_0,0,60_2.png"
water,water,single_TC0_OTC0_CTC60,R3,single,0,0,60,175.1407013,168.5054016,169.6787109,13.47478676,12.62876129,12.40566444,18078,16375,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,0,60_2.jpg","cropped_cuvettes/water/single/water_single_0,0,60_2.png"
T=8,tris8,single_TC0_OTC60_CTC0,R1,single,0,60,0,135.754638671875,218.9456787109375,215.86001586914065,9.611980438232422,12.470993995666504,12.080278396606444,17685,15923,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,60,0.jpg","cropped_cuvettes/T=8/single/T=8_single_0,60,0.png"
water,water,single_TC0_OTC60_CTC0,R1,single,0,60,0,135.6495209,183.5460815,210.0931854,8.721842766,10.03785324,10.75516319,17550,15807,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,60,0.jpg","cropped_cuvettes/water/single/water_single_0,60,0.png"
T=8,tris8,single_TC0_OTC60_CTC0,R2,single,0,60,0,136.47311401367188,218.7799835205078,215.3473052978516,9.843424797058104,12.466904640197754,12.158669471740724,17947,16294,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,60,0_1.jpg","cropped_cuvettes/T=8/single/T=8_single_0,60,0_1.png"
water,water,single_TC0_OTC60_CTC0,R2,single,0,60,0,136.715271,183.6577301,210.0510101,9.142409325,9.858718872,10.74787235,17554,15938,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,60,0_1.jpg","cropped_cuvettes/water/single/water_single_0,60,0_1.png"
T=8,tris8,single_TC0_OTC60_CTC0,R3,single,0,60,0,134.83096313476562,217.07896423339844,213.66021728515625,9.905609130859377,12.508197784423828,12.119224548339844,17947,16222,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_0,60,0_2.jpg","cropped_cuvettes/T=8/single/T=8_single_0,60,0_2.png"
water,water,single_TC0_OTC60_CTC0,R3,single,0,60,0,135.0785065,181.6778717,207.2783966,8.78915596,9.528010368,10.34435558,17673,16074,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_0,60,0_2.jpg","cropped_cuvettes/water/single/water_single_0,60,0_2.png"
T=8,tris8,single_TC60_OTC0_CTC0,R1,single,60,0,0,164.7050323486328,217.1622009277344,183.54275512695312,19.411563873291016,21.4909725189209,19.586217880249023,17673,16066,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_60,0,0.jpg","cropped_cuvettes/T=8/single/T=8_single_60,0,0.png"
water,water,single_TC60_OTC0_CTC0,R1,single,60,0,0,150.7801361,136.4599609,135.8761597,13.05877686,12.06347466,12.09753418,17802,16069,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_60,0,0.jpg","cropped_cuvettes/water/single/water_single_60,0,0.png"
T=8,tris8,single_TC60_OTC0_CTC0,R2,single,60,0,0,175.0400390625,226.9005279541016,194.4212646484375,20.5994930267334,20.330814361572266,21.088361740112305,17536,15883,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_60,0,0_1.jpg","cropped_cuvettes/T=8/single/T=8_single_60,0,0_1.png"
water,water,single_TC60_OTC0_CTC0,R2,single,60,0,0,140.9437714,126.9706268,126.3872299,13.11503792,11.95533466,11.9354744,17536,15900,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_60,0,0_1.jpg","cropped_cuvettes/water/single/water_single_60,0,0_1.png"
T=8,tris8,single_TC60_OTC0_CTC0,R3,single,60,0,0,180.5536346435547,230.87939453125,198.7730865478516,21.172853469848636,19.375364303588867,21.51909637451172,17673,15962,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"single/T=8_single_60,0,0_2.jpg","cropped_cuvettes/T=8/single/T=8_single_60,0,0_2.png"
water,water,single_TC60_OTC0_CTC0,R3,single,60,0,0,152.0783539,138.2989349,137.799881,13.07743263,12.1838274,11.91409683,17673,16131,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"single/water_single_60,0,0_2.jpg","cropped_cuvettes/water/single/water_single_60,0,0_2.png"
T=8,tris8,ternary_TC18_OTC36_CTC6,R1,ternary,18,36,6,158.23719787597656,229.446044921875,214.59161376953125,13.914628028869627,15.963584899902344,15.499235153198242,17399,15801,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,36,6.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,36,6.png"
