feature_count,macro_f1_mean,macro_f1_std,exact_match_mean,hamming_loss_mean,tc_f1_mean,otc_f1_mean,ctc_f1_mean,name
63,0.8689062571337572,0.05165228781430293,0.5825396825396827,0.1703703703703704,0.8649118342436267,0.9037990765042065,0.8380078606534388,rgb_plus_hsv_raw
36,0.8648499260793236,0.06161575772988683,0.5650793650793651,0.17513227513227517,0.87224087992079,0.8795804092990036,0.8427284890181775,old_rgb_best
81,0.8628764296408876,0.0566531828724161,0.5523809523809524,0.17566137566137566,0.853134956997026,0.9111435304317125,0.8243508014939235,all_raw_only
90,0.8591393644191019,0.05465894757204598,0.5492063492063493,0.182010582010582,0.8548586469560101,0.9038939936627096,0.8186654526385854,rgb_plus_hsv_lab_raw
90,0.8591393644191019,0.05465894757204598,0.5492063492063493,0.182010582010582,0.8548586469560101,0.9038939936627096,0.8186654526385854,rgb_plus_hsv_lab_raw_delta
63,0.8204818664200465,0.06112375098315585,0.4698412698412699,0.22539682539682537,0.8384402902544742,0.8183780291346249,0.8046272798710404,rgb_plus_lab_raw
63,0.8204818664200465,0.06112375098315585,0.4698412698412699,0.22539682539682537,0.8384402902544742,0.8183780291346249,0.8046272798710404,rgb_plus_lab_raw_delta
